Smiles,MTB Standardized Residuals
[N-]=[N+]=NCC1=NC(C2CC2)=NO1,0.7041649843676612
OCC1=CC=CC=C1CN=[N+]=[N-],-1.520455226707871
[N-]=[N+]=NCCCOCC1=CC=CC=C1,-0.09324955625255815
ClC(C=C1)=C(C(F)(F)F)C=C1N=[N+]=[N-],-0.05013261510009965
[N-]=[N+]=NCCC1=NC=CN1,-1.643825611897733
C[C@H](C1=CC=CC=C1)CN=[N+]=[N-],0.5592230738319116
CC1=C(OCC(N=[N+]=[N-])C)C(C)=CC=C1,1.008295698483758
ClC1=CC=C(C2(CC2)N=[N+]=[N-])C=C1,0.9289741901774264
FC1=CC=CC(CCN=[N+]=[N-])=C1,0.7154742740433756
FC(C1=CC=CC=C1CN=[N+]=[N-])(F)F,1.201234754619076
ClC1=CC=C(CCN=[N+]=[N-])C=C1Cl,0.7480880545672196
OC1=CC=C(C[C@@H](N=[N+]=[N-])C(OC)=O)C=C1,-2.231514295349986
CC(C=C1)=CC=C1CN=[N+]=[N-],0.6336818908664473
[N-]=[N+]=NCCC1=CC=CS1,0.8449716259576656
OC1=CC=CC2=C1CCCC2N=[N+]=[N-],-1.340346023277059
[N-]=[N+]=NC1CCCC2=CC=CC=C21,0.8864017669682748
ClC1=CC=C2C(NC=C2CCN=[N+]=[N-])=C1,-1.945126017907335
[N-]=[N+]=NCC(C=CC=C1)=C1[N+]([O-])=O,0.1939354632314113
OC1=C(OC)C=CC(CN=[N+]=[N-])=C1,-2.614702867829104
ClC1=CC=CC(C(O)CN=[N+]=[N-])=C1,-2.211497594988505
O=C(OC)C1=CC=C([C@@H](N=[N+]=[N-])C)C=C1,-0.3911635101118033
[N-]=[N+]=NC1=C(C2=CC=CC=C2)C=CC=C1,1.063922928007042
ClC1=CC=CC=C1[C@@H](N=[N+]=[N-])C,1.186327690522133
CC1=CC=C([C@H](C)N=[N+]=[N-])C=C1,0.4888499331479535
O=C1C(N=[N+]=[N-])CCC2=CC=CC=C2N1,-0.7732587544799991
CC1=CC=C(CN=[N+]=[N-])N=C1,-0.5457054774133172
[N-]=[N+]=N[C@H]1CCC2=C1C=CC=C2,1.229162631090153
FC(F)(F)C1=CC(CCN=[N+]=[N-])=CC=C1,0.7086376527003246
O=C(OC)[C@H](N=[N+]=[N-])CC1=CC=CC=C1,-0.8999649662045375
OC(CN=[N+]=[N-])C1=CC(O)=CC=C1,-2.375922519426585
C[C@@H](C(OCC1=CC=CC=C1)=O)N=[N+]=[N-],-0.4963740926955509
[N-]=[N+]=NCCC1=CC2=CC=CC=C2C=C1,-1.256446085394914
ClC1=CC=C(CN=[N+]=[N-])C=N1,-0.866612673628026
[N-]=[N+]=NCCC1=CC=CC=N1,-1.113186585684695
[N-]=[N+]=NCCC1=CC=CC=C1,0.9929924814104387
COC(C(N=[N+]=[N-])CC1=CC=CC=C1)=O,-0.2517973893384957
[N-]=[N+]=NCC1=CC=CC=N1,-0.5682158490591469
FC1=C(CCN=[N+]=[N-])C=CC=C1,0.8427996556313271
OCC[C@H](N=[N+]=[N-])C1=CC=CC=C1,-1.096322154639451
NC1=NC(CCC(N=[N+]=[N-])C2)=C2S1,-1.611260504287476
BrC(C=C1)=CC=C1CN=[N+]=[N-],0.0727798331313469
O[C@@H]1CC2=CC=CC=C2[C@@H]1N=[N+]=[N-],-1.346340092247883
FC1=CC=C(CCN=[N+]=[N-])C=C1,0.7178276218570361
FC1=CC=C([C@H](N=[N+]=[N-])C)C=C1,0.9026591878670499
[N-]=[N+]=NCCC1=CNC2=C1C=CC=C2,-2.170151919911139
OC1=CC=C(C(CN=[N+]=[N-])O)C=C1,-2.512644092005473
NC(C1=CC=CC(N=[N+]=[N-])=C1)=O,-0.06069332047577198
OC1=CC=C(CCN=[N+]=[N-])C=C1,-2.769242116320593
OC1=CC=C(C(N=[N+]=[N-])C)C=C1,-0.3566807335257734
COC1=CC(OC)=CC=C1CN=[N+]=[N-],-0.9687295176508467
OC1CC2=C(C=CC=C2)C1N=[N+]=[N-],-1.139914614584552
FC1=CC=C(C(N=[N+]=[N-])CCO)C=C1,-1.183006627857089
CC(C)(C)C(N=[N+]=[N-])C1=CC=CC=C1,0.8554454461630838
[N-]=[N+]=N[C@@H]1CCC2=C1C=CC=C2,0.1975085839011896
OCC(N=[N+]=[N-])CC1=CC=CC=C1,-1.775683680365763
ClC1=CC=C(C(N=[N+]=[N-])CCO)C=C1,-1.595090306976764
O=C([C@@H](C1=CC=CC=C1)N=[N+]=[N-])Cl,0.5296861497757945
[N-]=[N+]=NCCC1=CC(OCO2)=C2C=C1,-1.213390000629992
NC1=NC2=C(S1)C[C@H](N=[N+]=[N-])CC2,-0.8511012628992936
[N-]=[N+]=NCC1=CC=NN1,-1.179081627428759
ClC1=CC=C(C(O)CN=[N+]=[N-])C=C1,-2.087623915976141
CC1=CC=C(CN=[N+]=[N-])O1,0.6338959534777754
CC1=NN(C)C=C1CN=[N+]=[N-],-0.2800869071107109
[N-]=[N+]=NCCCC1=CC=CC=C1,0.7800876586045131
[N-]=[N+]=NCC1=CN=CC=C1,-1.001570738337865
ClC1=CC(Cl)=C(CCN=[N+]=[N-])C=C1,0.9959533719922131
C[C@@H](C(C=C1)=CC=C1[N+]([O-])=O)N=[N+]=[N-],-0.431064511709567
OCCC(N=[N+]=[N-])C1=CC=CC=C1,-1.171667729537986
OC[C@@H](C1=CC=CC=C1)N=[N+]=[N-],-0.8887840076720228
O=C(OC)[C@@H](N=[N+]=[N-])CC1=CNC=N1,0.1103294008136029
OC[C@@H](CC1=CC=CC=C1)N=[N+]=[N-],-0.8635774195122979
ClC1=CC=C(CN=[N+]=[N-])C=C1,0.7916693493367056
CC[C@@H](N=[N+]=[N-])C1=CC=CC=C1,0.6409437784428523
BrC1=CC(CN=[N+]=[N-])=CC=C1,0.7272136985963972
CC(C)C1=C(N=[N+]=[N-])C(C(C)C)=CC=C1,0.9136106592229616
OC1=CC=CC=C1N=[N+]=[N-],-1.420546156583856
[N-]=[N+]=NCC1=NC=CN=C1,-0.470702148993167
O=C(C(C=C1)=CC(N=[N+]=[N-])=C1C)OC,1.074123039493342
[N-]=[N+]=N[C@H]1CCCN(CC2=CC=CC=C2)C1,-0.9506156941845271
OC([C@H](CCCCCC1)[C@H]1N=[N+]=[N-])=O,0.3115923264068475
[N-]=[N+]=NCC1=CC=C(C2=CC=CC=C2)C=C1,-0.9932473646247235
[N-]=[N+]=N[C@H]1[C@H](OCC2=CC=CC=C2)CCC1,0.6677647999467622
O=C(OC)C(CC1)(N=[N+]=[N-])CCN1CC2=CC=CC=C2,0.6388745115392073
[N-]=[N+]=NC(C1=CC=CC=C1)C2=CC=CC=C2,1.078793886283537
CC(C)(OC(N(CCN=[N+]=[N-])C)=O)C,0.1767070137026899
CN1C=NC(CCN=[N+]=[N-])=C1,-0.2214139198701766
ClC1=C(CCN=[N+]=[N-])C=C(Cl)C=C1,0.8960742852615696
[N-]=[N+]=NCC1=NC2=CC=CC=C2S1,-0.8781005730184319
ClC1=C(Cl)C=CC(C(C)N=[N+]=[N-])=C1,0.9335601478399347
C[C@H](CN=[N+]=[N-])C1=CC=CC=C1,0.8193756924935861
[N-]=[N+]=NCCC1=CN=CN1,-0.2087223365723494
FC1=CC(O)=C(C=C1)N=[N+]=[N-],-1.452202552902884
OCC(CO)N=[N+]=[N-],0.8291385809795986
ClC1=CC=CC=C1CCN=[N+]=[N-],1.060788383401125
FC1=CC(CN=[N+]=[N-])=CC=C1,1.142190908755737
[N-]=[N+]=N[C@@]12C[C@H](C[C@H]2C3)C[C@H]3C1,1.040136177748114
BrC1=CC=CC(CCN=[N+]=[N-])=C1,0.6738722319003515
CC1=CC=C(C)C=C1CN=[N+]=[N-],1.04607382850502
O=C(C)N(CC1)C2=C1C=CC(N=[N+]=[N-])=C2,-0.5059919524613741
O=C(CC(CN=[N+]=[N-])C1=CC=CC=C1)O,0.2325140227891365
CC(C)C(C=C1)=CC=C1CN=[N+]=[N-],0.9866820093859664
ClC1=CC=C(C(C)N=[N+]=[N-])C=C1,1.053984623081509
CCOC1=CC=C(CN=[N+]=[N-])C=C1,0.2452149746515011
CC(C)OC1=CC=C(N=[N+]=[N-])C=C1,0.8463665221340749
[N-]=[N+]=NC1CCNCC1,-0.248001260910274
CS(CCN=[N+]=[N-])(=O)=O,0.2548284096184062
CC(C)C[C@@H](N=[N+]=[N-])CO,-0.1092321694722554
OC1(CN=[N+]=[N-])CC1,-0.3910753477018118
O=C(OC(C)(C)C)N1CC(CN=[N+]=[N-])C1,-1.323558802862922
CC(C)(C)[Si](C)(C)OCCN=[N+]=[N-],0.1416304750717541
OC1CC(N=[N+]=[N-])C1,-0.3161074038239811
N#CCN=[N+]=[N-],0.8922589946134943
OS(OCCN=[N+]=[N-])(=O)=O,0.5873554586131667
COC([C@@H](N=[N+]=[N-])CC(OC)=O)=O,0.4484349691182273
C[C@H](N=[N+]=[N-])C(N)=O,0.6777806548031626
OCCCCCCN=[N+]=[N-],-2.065133102738702
O=C(OC(C)(C)C)N1CCCC(CN=[N+]=[N-])C1,-1.071263162865575
OC[C@@H](N=[N+]=[N-])[C@@H](C)CC,0.1669218631369747
O=C(OC(C)(C)C)N1CCCC(N=[N+]=[N-])C1,-0.3220169709344707
O=C(C1=CC(OC)=CC=C1OC)CN=[N+]=[N-],0.4045269379708082
O[C@]12C[C@@H](C3)C[C@@H](C[C@]3(N=[N+]=[N-])C2)C1,0.5611368885850506
OC1(CCCC1)CN=[N+]=[N-],-0.4891940579340035
COC(C=CC(C(C)(C1=CC=CC=C1)C)=C2)=C2N=[N+]=[N-],-0.02217725125170593
O=C(NCC(F)(F)F)CN=[N+]=[N-],-0.531846328887978
CC(C)(C)OC(NC(CN=[N+]=[N-])C)=O,-1.330067693333822
CC(C)(C)OC(NCC(C)N=[N+]=[N-])=O,-0.5712070372986969
CC1(OCC(CO1)N=[N+]=[N-])C,0.5247634551005177
[N-]=[N+]=NC1CCSCC1,0.2894312197775932
O[C@H]1C[C@@H](CN=[N+]=[N-])C1,-1.241183597297208
OCC1(N=[N+]=[N-])CCCCC1,1.041952944608664
FC1(F)CCC(CCN=[N+]=[N-])CC1,0.7709943141475263
OCCCCCCCCN=[N+]=[N-],-2.314819914888415
NC(C(C)N=[N+]=[N-])=O,0.5739486933491053
OC(COCCOCCN=[N+]=[N-])=O,0.9531456707742165
OCC1(COC1)N=[N+]=[N-],0.975193767593311
OC(C[C@H](N=[N+]=[N-])C(C)C)=O,0.7999160507237725
O=C(CN=[N+]=[N-])N1CCCC1,0.08855688275759617
CCNC(CN=[N+]=[N-])=O,0.339669796097832
OC([C@@H]1C[C@H](N=[N+]=[N-])CC1)=O,0.8304102235267344
OCCOCCOCCN=[N+]=[N-],-0.1379302353113597
CCC(O)CN=[N+]=[N-],-0.2263059132356222
N#CCCN=[N+]=[N-],0.426279109900312
[N-]=[N+]=NCC1CCOCC1,0.4296241971907141
OC(C)CCN=[N+]=[N-],-0.2789224534350794
C[C@H](CCN=[N+]=[N-])CO,-0.6127252287501775
O=C([C@@H](C)N=[N+]=[N-])N,0.6413757229671538
