,Smiles,MTB Standardized Residuals,Scaffold
174,O=C1NCCCCC1N=[N+]=[N-],0.7933439250382205,O=C1CCCCCN1
175,BrC1=CC=CC(CN=[N+]=[N-])=C1,1.032271291624927,c1ccccc1
176,O[C@H](CN=[N+]=[N-])C1=CC=CC=C1,-1.657857961902167,c1ccccc1
177,CCCOC1=CC=CC(CN=[N+]=[N-])=C1,0.9900771763945126,c1ccccc1
178,OCC1=CC=CC=C1CN=[N+]=[N-],-1.520455226707871,c1ccccc1
179,[N-]=[N+]=NCCCOCC1=CC=CC=C1,-0.0932495562525581,c1ccccc1
180,ClC(C=C1)=C(C(F)(F)F)C=C1N=[N+]=[N-],-0.0501326151000996,c1ccccc1
181,C[C@H](C1=CC=CC=C1)CN=[N+]=[N-],0.5592230738319116,c1ccccc1
182,CC1=C(OCC(N=[N+]=[N-])C)C(C)=CC=C1,1.008295698483758,c1ccccc1
183,ClC1=CC=C(C2(CC2)N=[N+]=[N-])C=C1,0.9289741901774264,c1ccc(C2CC2)cc1
184,FC1=CC=CC(CCN=[N+]=[N-])=C1,0.7154742740433756,c1ccccc1
185,FC(C1=CC=CC=C1CN=[N+]=[N-])(F)F,1.201234754619076,c1ccccc1
186,ClC1=CC=C(CCN=[N+]=[N-])C=C1Cl,0.7480880545672196,c1ccccc1
187,OC1=CC=C(C[C@@H](N=[N+]=[N-])C(OC)=O)C=C1,-2.231514295349986,c1ccccc1
